date,company,title,location,comp_count,loc_count,title_count,comp_loc,title_comp_loc
2021-09-23,Larsen & Toubro,Digital Transformation Analyst,"Chennai, Tamil Nadu, India",1,1,1,"Larsen & Toubro - Chennai, Tamil Nadu, India","Digital Transformation Analyst - Larsen & Toubro - Chennai, Tamil Nadu, India"
2021-09-18,Nojoto: India's Largest Storytelling Platform- Bolo Dil Se,Data Analysis (Retention Strategy & Insights) Internship in Gurgaon at Nojoto,"Gurugram, Haryana, India",2,2,1,"Nojoto: India's Largest Storytelling Platform- Bolo Dil Se - Gurugram, Haryana, India","Data Analysis (Retention Strategy & Insights) Internship in Gurgaon at Nojoto - Nojoto: India's Largest Storytelling Platform- Bolo Dil Se - Gurugram, Haryana, India"
2021-09-28,Aptus Data Labs,Data Engineer,"Bengaluru, Karnataka, India",1,1,219,"Aptus Data Labs - Bengaluru, Karnataka, India","Data Engineer - Aptus Data Labs - Bengaluru, Karnataka, India"
2021-09-07,Multicloud4U® Technologies,DS-Python Developer Data Analyst Pricing Analyst,India,1,1,1,Multicloud4U® Technologies - India,DS-Python Developer Data Analyst Pricing Analyst - Multicloud4U® Technologies - India
2021-09-28,Discite Analytics,Data Engineer,"Bengaluru, Karnataka, India",3,3,219,"Discite Analytics - Bengaluru, Karnataka, India","Data Engineer - Discite Analytics - Bengaluru, Karnataka, India"
2021-09-21,Zupee,Data Engineer,"Gurugram, Haryana, India",2,2,219,"Zupee - Gurugram, Haryana, India","Data Engineer - Zupee - Gurugram, Haryana, India"
2021-09-22,Ameotech Informatics,Ameotech Informatics - Data Analyst - SQL/ETL/SSRS,"Sahibzada Ajit Singh Nagar, Punjab, India",1,1,1,"Ameotech Informatics - Sahibzada Ajit Singh Nagar, Punjab, India","Ameotech Informatics - Data Analyst - SQL/ETL/SSRS - Ameotech Informatics - Sahibzada Ajit Singh Nagar, Punjab, India"
2021-09-04,Bain & Company,"Associate, PPK Reporting & Analytics","Delhi, India",1,1,1,"Bain & Company - Delhi, India","Associate, PPK Reporting & Analytics - Bain & Company - Delhi, India"
2021-09-02,Genpact,Process Associate - Data Analyst-CPG024162,"Noida, Uttar Pradesh, India",6,6,1,"Genpact - Noida, Uttar Pradesh, India","Process Associate - Data Analyst-CPG024162 - Genpact - Noida, Uttar Pradesh, India"
2021-09-28,5x,Data Engineer,"Pune, Maharashtra, India",4,4,219,"5x - Pune, Maharashtra, India","Data Engineer - 5x - Pune, Maharashtra, India"
2021-09-17,JPMorgan Chase & Co.,CIB - Reference Data Operations - Asset Setup & Pricing - Operations Analyst,"Hyderabad, Telangana, India",52,52,1,"JPMorgan Chase & Co. - Hyderabad, Telangana, India","CIB - Reference Data Operations - Asset Setup & Pricing - Operations Analyst - JPMorgan Chase & Co. - Hyderabad, Telangana, India"
2021-09-21,Ford Motor Company,Data Engineer,"Chennai, Tamil Nadu, India",21,21,219,"Ford Motor Company - Chennai, Tamil Nadu, India","Data Engineer - Ford Motor Company - Chennai, Tamil Nadu, India"
2021-09-09,Walmart Global Tech India,Data Engineer,"Chennai, Tamil Nadu, India",21,21,219,"Walmart Global Tech India - Chennai, Tamil Nadu, India","Data Engineer - Walmart Global Tech India - Chennai, Tamil Nadu, India"
2021-09-01,Unnati,Data Anlayst - SQL - FinTech Startup (3-5 yrs),"Mumbai, Maharashtra, India",2,2,1,"Unnati - Mumbai, Maharashtra, India","Data Anlayst - SQL - FinTech Startup (3-5 yrs) - Unnati - Mumbai, Maharashtra, India"
2021-09-19,Zupee,Data Engineer,"Gurugram, Haryana, India",2,2,219,"Zupee - Gurugram, Haryana, India","Data Engineer - Zupee - Gurugram, Haryana, India"
2021-09-09,Reliance Jio,Data Engineer,"Bengaluru, Karnataka, India",16,16,219,"Reliance Jio - Bengaluru, Karnataka, India","Data Engineer - Reliance Jio - Bengaluru, Karnataka, India"
2021-09-28,Numerator,"Ad Intel, Data Indexing Associate (US TV & Radio)","Vadodara, Gujarat, India",3,3,1,"Numerator - Vadodara, Gujarat, India","Ad Intel, Data Indexing Associate (US TV & Radio) - Numerator - Vadodara, Gujarat, India"
2021-09-15,GE,Data Engineer,"Bengaluru, Karnataka, India",15,15,219,"GE - Bengaluru, Karnataka, India","Data Engineer - GE - Bengaluru, Karnataka, India"
2021-09-28,5x,Data Engineer,"Chennai, Tamil Nadu, India",4,4,219,"5x - Chennai, Tamil Nadu, India","Data Engineer - 5x - Chennai, Tamil Nadu, India"
2021-09-29,ISS | Institutional Shareholder Services,Analyst – SQL Database Testing and Development,"Mumbai, Maharashtra, India",1,1,1,"ISS | Institutional Shareholder Services - Mumbai, Maharashtra, India","Analyst – SQL Database Testing and Development - ISS | Institutional Shareholder Services - Mumbai, Maharashtra, India"
2021-09-28,Insightogram,Data Engineer,India,1,1,219,Insightogram - India,Data Engineer - Insightogram - India
2021-09-28,5x,Data Engineer,"Hyderabad, Telangana, India",4,4,219,"5x - Hyderabad, Telangana, India","Data Engineer - 5x - Hyderabad, Telangana, India"
2021-09-29,Jobjhola Pvt. Ltd🇮🇳,Data Engineer,"Maharashtra, India",1,1,219,"Jobjhola Pvt. Ltd🇮🇳 - Maharashtra, India","Data Engineer - Jobjhola Pvt. Ltd🇮🇳 - Maharashtra, India"
2021-08-31,Accenture in India,India Market Unit - Data Science Analyst - (Career Level 11),"Bengaluru, Karnataka, India",29,29,2,"Accenture in India - Bengaluru, Karnataka, India","India Market Unit - Data Science Analyst - (Career Level 11) - Accenture in India - Bengaluru, Karnataka, India"
2021-09-29,UNISON INTERNATIONAL CONSULTING ( The Recruitment Company),Data Engineer,"Gurugram, Haryana, India",1,1,219,"UNISON INTERNATIONAL CONSULTING ( The Recruitment Company) - Gurugram, Haryana, India","Data Engineer - UNISON INTERNATIONAL CONSULTING ( The Recruitment Company) - Gurugram, Haryana, India"
2021-09-21,Datakalp LLP,Data Operations Analysis work from home job/internship at Datakalp LLP,"Punjab, India",1,1,1,"Datakalp LLP - Punjab, India","Data Operations Analysis work from home job/internship at Datakalp LLP - Datakalp LLP - Punjab, India"
2021-09-21,Tide,Financial Crime QC Analyst,"Hyderabad, Telangana, India",3,3,1,"Tide - Hyderabad, Telangana, India","Financial Crime QC Analyst - Tide - Hyderabad, Telangana, India"
2021-09-18,PwC AC Kolkata,IFS-Operate-Data Analytics- Associate-Kolkata,"Kolkata, West Bengal, India",5,5,1,"PwC AC Kolkata - Kolkata, West Bengal, India","IFS-Operate-Data Analytics- Associate-Kolkata - PwC AC Kolkata - Kolkata, West Bengal, India"
2021-08-31,Mastercard,"Associate Engineer, Data Modeling","Pune, Maharashtra, India",29,29,1,"Mastercard - Pune, Maharashtra, India","Associate Engineer, Data Modeling - Mastercard - Pune, Maharashtra, India"
2021-09-28,Confidential,Web Data Analytics - SQL/R/Python,"Bengaluru, Karnataka, India",9,9,1,"Confidential - Bengaluru, Karnataka, India","Web Data Analytics - SQL/R/Python - Confidential - Bengaluru, Karnataka, India"
2021-09-06,Gartner,Data Engineer (Python),"Gurugram, Haryana, India",2,2,2,"Gartner - Gurugram, Haryana, India","Data Engineer (Python) - Gartner - Gurugram, Haryana, India"
2021-09-10,"Ameriprise Financial Services, LLC",Data Engineer,"Gurugram, Haryana, India",2,2,219,"Ameriprise Financial Services, LLC - Gurugram, Haryana, India","Data Engineer - Ameriprise Financial Services, LLC - Gurugram, Haryana, India"
2021-09-20,FactSet,Diversity Equity & Inclusion Data Analyst,"Hyderabad, Telangana, India",1,1,1,"FactSet - Hyderabad, Telangana, India","Diversity Equity & Inclusion Data Analyst - FactSet - Hyderabad, Telangana, India"
2021-09-27,Michelin,DATA - Data Engineer,"Pune, Maharashtra, India",3,3,2,"Michelin - Pune, Maharashtra, India","DATA - Data Engineer - Michelin - Pune, Maharashtra, India"
2021-09-29,Findem,Data Engineer,India,1,1,219,Findem - India,Data Engineer - Findem - India
2021-09-07,Rose International,Employee Data Retention and Deletion Vendor Analyst,"Dindigul, Tamil Nadu, India",9,9,1,"Rose International - Dindigul, Tamil Nadu, India","Employee Data Retention and Deletion Vendor Analyst - Rose International - Dindigul, Tamil Nadu, India"
2021-08-31,MJB Technology Solutions Ltd.,MJB Technology - Data Science Analyst - R/SQL/Python,"Pune, Maharashtra, India",1,1,1,"MJB Technology Solutions Ltd. - Pune, Maharashtra, India","MJB Technology - Data Science Analyst - R/SQL/Python - MJB Technology Solutions Ltd. - Pune, Maharashtra, India"
2021-09-28,5x,Data Engineer,"Kolkata, West Bengal, India",4,4,219,"5x - Kolkata, West Bengal, India","Data Engineer - 5x - Kolkata, West Bengal, India"
2021-09-28,Scientist Technologies,Data Engineer,"Bengaluru, Karnataka, India",2,2,219,"Scientist Technologies - Bengaluru, Karnataka, India","Data Engineer - Scientist Technologies - Bengaluru, Karnataka, India"
2021-09-19,ZEISS Industrial Metrology,ZEISS - Data Engineer/Analyst - Azure/SQL/Python,"Bengaluru, Karnataka, India",1,1,1,"ZEISS Industrial Metrology - Bengaluru, Karnataka, India","ZEISS - Data Engineer/Analyst - Azure/SQL/Python - ZEISS Industrial Metrology - Bengaluru, Karnataka, India"
2021-09-22,Datacorp Traffic Private Limited,DATA ENTRY OPERATOR,"Gurugram, Haryana, India",1,1,1,"Datacorp Traffic Private Limited - Gurugram, Haryana, India","DATA ENTRY OPERATOR - Datacorp Traffic Private Limited - Gurugram, Haryana, India"
2021-09-02,"DIGITAL HARBOR, Inc.",Digital Harbor - Data Analyst - SDLC,"Bengaluru, Karnataka, India",2,2,1,"DIGITAL HARBOR, Inc. - Bengaluru, Karnataka, India","Digital Harbor - Data Analyst - SDLC - DIGITAL HARBOR, Inc. - Bengaluru, Karnataka, India"
2021-09-21,Michelin,DATA - Data Engineer,"Pune, Maharashtra, India",3,3,2,"Michelin - Pune, Maharashtra, India","DATA - Data Engineer - Michelin - Pune, Maharashtra, India"
2021-08-31,Accenture in India,India Market Unit - Data Science Analyst - (Career Level 11),"Delhi, India",29,29,2,"Accenture in India - Delhi, India","India Market Unit - Data Science Analyst - (Career Level 11) - Accenture in India - Delhi, India"
2021-09-16,Chegg Inc.,Business Insights Analyst,"Sarita Vihar, Delhi, India",2,2,2,"Chegg Inc. - Sarita Vihar, Delhi, India","Business Insights Analyst - Chegg Inc. - Sarita Vihar, Delhi, India"
2021-09-29,Xcelero || EdTech Aggregator,Data Engineer,"Pune, Maharashtra, India",1,1,219,"Xcelero || EdTech Aggregator - Pune, Maharashtra, India","Data Engineer - Xcelero || EdTech Aggregator - Pune, Maharashtra, India"
2021-09-14,Sequoia Consulting Group,Data Engineer,"Bengaluru, Karnataka, India",2,2,219,"Sequoia Consulting Group - Bengaluru, Karnataka, India","Data Engineer - Sequoia Consulting Group - Bengaluru, Karnataka, India"
2021-09-13,CitiusTech,Data Modeler (Data Warehousing),India,1,1,1,CitiusTech - India,Data Modeler (Data Warehousing) - CitiusTech - India
2021-09-24,Analytics Vidhya,Data Engineer,"Gurugram, Haryana, India",2,2,219,"Analytics Vidhya - Gurugram, Haryana, India","Data Engineer - Analytics Vidhya - Gurugram, Haryana, India"
2021-09-24,Fragma Data Systems,Data Engineer (Fresher),"Hyderabad, Telangana, India",1,1,1,"Fragma Data Systems - Hyderabad, Telangana, India","Data Engineer (Fresher) - Fragma Data Systems - Hyderabad, Telangana, India"
2021-08-31,TekSalt Solutions,TekSalt - iAM Data Analyst - System Administration,"Chennai, Tamil Nadu, India",1,1,1,"TekSalt Solutions - Chennai, Tamil Nadu, India","TekSalt - iAM Data Analyst - System Administration - TekSalt Solutions - Chennai, Tamil Nadu, India"
2021-08-31,Zenith Algorithms Pvt. Ltd.,Zenith Algorithms - System Analyst,"Pune, Maharashtra, India",1,1,1,"Zenith Algorithms Pvt. Ltd. - Pune, Maharashtra, India","Zenith Algorithms - System Analyst - Zenith Algorithms Pvt. Ltd. - Pune, Maharashtra, India"
2021-09-28,Tesseract Solutions Pvt Ltd,Data Engineer,India,1,1,219,Tesseract Solutions Pvt Ltd - India,Data Engineer - Tesseract Solutions Pvt Ltd - India
2021-08-31,Mastercard,Vulnerability Analyst I,"Pune, Maharashtra, India",29,29,1,"Mastercard - Pune, Maharashtra, India","Vulnerability Analyst I - Mastercard - Pune, Maharashtra, India"
2021-09-27,Koch Business Solutions India,"Analyst, Reporting & Analytics","Bengaluru, Karnataka, India",8,8,1,"Koch Business Solutions India - Bengaluru, Karnataka, India","Analyst, Reporting & Analytics - Koch Business Solutions India - Bengaluru, Karnataka, India"
2021-09-23,Intel Corporation,Systems Analyst,"Bengaluru, Karnataka, India",19,19,1,"Intel Corporation - Bengaluru, Karnataka, India","Systems Analyst - Intel Corporation - Bengaluru, Karnataka, India"
2021-09-24,NetApp,Data Engineer,"Bengaluru, Karnataka, India",4,4,219,"NetApp - Bengaluru, Karnataka, India","Data Engineer - NetApp - Bengaluru, Karnataka, India"
2021-09-15,Kantar,Analyst,"Bengaluru, Karnataka, India",1,1,5,"Kantar - Bengaluru, Karnataka, India","Analyst - Kantar - Bengaluru, Karnataka, India"
2021-09-24,Goldman Sachs,Data Engineer - Consumer Technology,"Bengaluru, Karnataka, India",40,40,2,"Goldman Sachs - Bengaluru, Karnataka, India","Data Engineer - Consumer Technology - Goldman Sachs - Bengaluru, Karnataka, India"
2021-09-15,PwC Acceleration Centers,Data & Analytics Tech - Informatica PC with IDQ/MDM - Associate,"Bengaluru, Karnataka, India",4,4,1,"PwC Acceleration Centers - Bengaluru, Karnataka, India","Data & Analytics Tech - Informatica PC with IDQ/MDM - Associate - PwC Acceleration Centers - Bengaluru, Karnataka, India"
2021-09-29,Digitos Next,Data Engineer,"Mumbai, Maharashtra, India",1,1,219,"Digitos Next - Mumbai, Maharashtra, India","Data Engineer - Digitos Next - Mumbai, Maharashtra, India"
2021-09-24,Goldman Sachs,Data Engineer - Consumer Technology,"Bengaluru, Karnataka, India",40,40,2,"Goldman Sachs - Bengaluru, Karnataka, India","Data Engineer - Consumer Technology - Goldman Sachs - Bengaluru, Karnataka, India"
2021-09-04,JPMorgan Chase & Co.,Quant Analytics Analyst - MKS,"Mumbai, Maharashtra, India",52,52,1,"JPMorgan Chase & Co. - Mumbai, Maharashtra, India","Quant Analytics Analyst - MKS - JPMorgan Chase & Co. - Mumbai, Maharashtra, India"
2021-09-16,Ajio,RIL - Digital Analyst - Reporting & Insights,"Bengaluru, Karnataka, India",1,1,1,"Ajio - Bengaluru, Karnataka, India","RIL - Digital Analyst - Reporting & Insights - Ajio - Bengaluru, Karnataka, India"
2021-09-09,JPMorgan Chase & Co.,Analyst - Virtual Assistant & Chase Digital Search,"Bengaluru, Karnataka, India",52,52,1,"JPMorgan Chase & Co. - Bengaluru, Karnataka, India","Analyst - Virtual Assistant & Chase Digital Search - JPMorgan Chase & Co. - Bengaluru, Karnataka, India"
2021-09-10,"Ameriprise Financial Services, LLC",Data Engineer,"Gurugram, Haryana, India",2,2,219,"Ameriprise Financial Services, LLC - Gurugram, Haryana, India","Data Engineer - Ameriprise Financial Services, LLC - Gurugram, Haryana, India"
2021-09-04,Aditya Birla Fashion and Retail Ltd.,Data Engineer,"Bengaluru, Karnataka, India",1,1,219,"Aditya Birla Fashion and Retail Ltd. - Bengaluru, Karnataka, India","Data Engineer - Aditya Birla Fashion and Retail Ltd. - Bengaluru, Karnataka, India"
2021-09-23,Siemens Gamesa,Data Engineer,"Bengaluru, Karnataka, India",5,5,219,"Siemens Gamesa - Bengaluru, Karnataka, India","Data Engineer - Siemens Gamesa - Bengaluru, Karnataka, India"
2021-09-13,KenSci,Data Visualization Engineer,"Hyderabad, Telangana, India",1,1,1,"KenSci - Hyderabad, Telangana, India","Data Visualization Engineer - KenSci - Hyderabad, Telangana, India"
2021-09-17,KPI Partners,Data Engineer,"Bengaluru, Karnataka, India",3,3,219,"KPI Partners - Bengaluru, Karnataka, India","Data Engineer - KPI Partners - Bengaluru, Karnataka, India"
2021-09-23,Just Energy,Data Engineer,"Bengaluru, Karnataka, India",1,1,219,"Just Energy - Bengaluru, Karnataka, India","Data Engineer - Just Energy - Bengaluru, Karnataka, India"
2021-09-23,UpsTech Global,Data Engineer,India,1,1,219,UpsTech Global - India,Data Engineer - UpsTech Global - India
2021-09-07,Minions Ventures Pvt Ltd,KredX - Data Analysis - Marketing Team,"Bengaluru, Karnataka, India",2,2,1,"Minions Ventures Pvt Ltd - Bengaluru, Karnataka, India","KredX - Data Analysis - Marketing Team - Minions Ventures Pvt Ltd - Bengaluru, Karnataka, India"
2021-09-03,Bajaj Allianz General Insurance,Data Engineer,"Pune, Maharashtra, India",1,1,219,"Bajaj Allianz General Insurance - Pune, Maharashtra, India","Data Engineer - Bajaj Allianz General Insurance - Pune, Maharashtra, India"
2021-09-29,VertexBlue,Data Engineer,"Ahmedabad, Gujarat, India",1,1,219,"VertexBlue - Ahmedabad, Gujarat, India","Data Engineer - VertexBlue - Ahmedabad, Gujarat, India"
2021-09-07,Reliance Jio,Data Engineer ( 65285540 ),"Bengaluru, Karnataka, India",16,16,1,"Reliance Jio - Bengaluru, Karnataka, India","Data Engineer ( 65285540 ) - Reliance Jio - Bengaluru, Karnataka, India"
2021-09-28,Bean Hr Consulting,Data Engineer,"Gurugram, Haryana, India",1,1,219,"Bean Hr Consulting - Gurugram, Haryana, India","Data Engineer - Bean Hr Consulting - Gurugram, Haryana, India"
2021-09-22,American Express,Business Analyst /Assistant Manager- Data Science & Analytics,"Gurugram, Haryana, India",18,18,1,"American Express - Gurugram, Haryana, India","Business Analyst /Assistant Manager- Data Science & Analytics - American Express - Gurugram, Haryana, India"
2021-09-01,"Quotient, Inc.",Strategy And Insights Analyst,"Bengaluru, Karnataka, India",1,1,1,"Quotient, Inc. - Bengaluru, Karnataka, India","Strategy And Insights Analyst - Quotient, Inc. - Bengaluru, Karnataka, India"
2021-09-27,Busigence,Fresher - Data Engineer,"Bengaluru, Karnataka, India",2,2,1,"Busigence - Bengaluru, Karnataka, India","Fresher - Data Engineer - Busigence - Bengaluru, Karnataka, India"
2021-09-24,Deloitte,EA-EH-Client and Market Growth-Technology CoE-Data Story Teller-Assistant Manager,"Hyderabad, Telangana, India",15,15,1,"Deloitte - Hyderabad, Telangana, India","EA-EH-Client and Market Growth-Technology CoE-Data Story Teller-Assistant Manager - Deloitte - Hyderabad, Telangana, India"
2021-09-02,Foursis Technical Solutions,Data Operator - Surat,"Surat, Gujarat, India",3,3,1,"Foursis Technical Solutions - Surat, Gujarat, India","Data Operator - Surat - Foursis Technical Solutions - Surat, Gujarat, India"
2021-09-28,Marktine Technology Solutions,Data Engineer,India,4,4,219,Marktine Technology Solutions - India,Data Engineer - Marktine Technology Solutions - India
2021-09-13,Zylotech,Data Engineer,India,1,1,219,Zylotech - India,Data Engineer - Zylotech - India
2021-09-28,Confidential,Data Engineer,"Chennai, Tamil Nadu, India",9,9,219,"Confidential - Chennai, Tamil Nadu, India","Data Engineer - Confidential - Chennai, Tamil Nadu, India"
2021-09-29,LogMeIn,Data Engineer,"Bengaluru, Karnataka, India",1,1,219,"LogMeIn - Bengaluru, Karnataka, India","Data Engineer - LogMeIn - Bengaluru, Karnataka, India"
2021-09-24,American Express,Business Analyst/Assistant Manager - Data Science & Analytics,"Gurugram, Haryana, India",18,18,1,"American Express - Gurugram, Haryana, India","Business Analyst/Assistant Manager - Data Science & Analytics - American Express - Gurugram, Haryana, India"
2021-09-27,Saks Fifth Avenue,"Analyst, Digital Item Setup Marketplace","Bengaluru, Karnataka, India",1,1,1,"Saks Fifth Avenue - Bengaluru, Karnataka, India","Analyst, Digital Item Setup Marketplace - Saks Fifth Avenue - Bengaluru, Karnataka, India"
2021-09-18,JPMorgan Chase & Co.,CIB - Document management - Reference Data Analyst - Team Leader,"Bengaluru, Karnataka, India",52,52,1,"JPMorgan Chase & Co. - Bengaluru, Karnataka, India","CIB - Document management - Reference Data Analyst - Team Leader - JPMorgan Chase & Co. - Bengaluru, Karnataka, India"
2021-09-25,KlearStack,Data Engineer - Python,"Pune, Maharashtra, India",1,1,2,"KlearStack - Pune, Maharashtra, India","Data Engineer - Python - KlearStack - Pune, Maharashtra, India"
2021-09-27,techeva consulting,Data Engineer,"Bengaluru, Karnataka, India",1,1,219,"techeva consulting - Bengaluru, Karnataka, India","Data Engineer - techeva consulting - Bengaluru, Karnataka, India"
2021-09-16,"IDC Technologies, Inc.",Data Engineer,"Gurugram, Haryana, India",1,1,219,"IDC Technologies, Inc. - Gurugram, Haryana, India","Data Engineer - IDC Technologies, Inc. - Gurugram, Haryana, India"
2021-09-18,JPMorgan Chase & Co.,CIB - Document management - Reference Data Specialist IV - Operation Analyst,"Bengaluru, Karnataka, India",52,52,1,"JPMorgan Chase & Co. - Bengaluru, Karnataka, India","CIB - Document management - Reference Data Specialist IV - Operation Analyst - JPMorgan Chase & Co. - Bengaluru, Karnataka, India"
2021-09-27,Anheuser-Busch InBev,Data Engineer,"Bengaluru, Karnataka, India",10,10,219,"Anheuser-Busch InBev - Bengaluru, Karnataka, India","Data Engineer - Anheuser-Busch InBev - Bengaluru, Karnataka, India"
2021-09-28,Collins Aerospace,Data Reporting and Visualization Engineer,"Bengaluru, Karnataka, India",1,1,1,"Collins Aerospace - Bengaluru, Karnataka, India","Data Reporting and Visualization Engineer - Collins Aerospace - Bengaluru, Karnataka, India"
2021-09-11,WPP,Workday @Scale Finance/PSA Data Analyst,"Chennai, Tamil Nadu, India",1,1,1,"WPP - Chennai, Tamil Nadu, India","Workday @Scale Finance/PSA Data Analyst - WPP - Chennai, Tamil Nadu, India"
2021-09-14,Barco,SAP Enterprise Data Mgmt. Analyst,"Noida, Uttar Pradesh, India",1,1,1,"Barco - Noida, Uttar Pradesh, India","SAP Enterprise Data Mgmt. Analyst - Barco - Noida, Uttar Pradesh, India"
2021-09-04,Bajaj Finserv,Data Engineer,"Pune, Maharashtra, India",1,1,219,"Bajaj Finserv - Pune, Maharashtra, India","Data Engineer - Bajaj Finserv - Pune, Maharashtra, India"
2021-09-21,Hero Vired,Hero Vired - Sales Strategy & Data Analyst,"Mumbai, Maharashtra, India",1,1,1,"Hero Vired - Mumbai, Maharashtra, India","Hero Vired - Sales Strategy & Data Analyst - Hero Vired - Mumbai, Maharashtra, India"
2021-09-29,People Tech Group Inc,Data Engineer,"Hyderabad, Telangana, India",2,2,219,"People Tech Group Inc - Hyderabad, Telangana, India","Data Engineer - People Tech Group Inc - Hyderabad, Telangana, India"
2021-09-23,Magzter,Data Engineer,"Chennai, Tamil Nadu, India",1,1,219,"Magzter - Chennai, Tamil Nadu, India","Data Engineer - Magzter - Chennai, Tamil Nadu, India"
2021-09-27,krtrimaIQ Cognitive Solutions,Data Engineer,"Bengaluru, Karnataka, India",1,1,219,"krtrimaIQ Cognitive Solutions - Bengaluru, Karnataka, India","Data Engineer - krtrimaIQ Cognitive Solutions - Bengaluru, Karnataka, India"
2021-09-24,Western Digital,Data Engineer,"Bengaluru, Karnataka, India",1,1,219,"Western Digital - Bengaluru, Karnataka, India","Data Engineer - Western Digital - Bengaluru, Karnataka, India"
2021-09-13,Cians Analytics,Data Engineer,"Gurugram, Haryana, India",1,1,219,"Cians Analytics - Gurugram, Haryana, India","Data Engineer - Cians Analytics - Gurugram, Haryana, India"
2021-09-26,CGI,Data Engineer,"Hyderabad, Telangana, India",7,7,219,"CGI - Hyderabad, Telangana, India","Data Engineer - CGI - Hyderabad, Telangana, India"
2021-09-28,Cargill,Data Visualization Developer,"Bengaluru, Karnataka, India",4,4,1,"Cargill - Bengaluru, Karnataka, India","Data Visualization Developer - Cargill - Bengaluru, Karnataka, India"
2021-09-17,JPMorgan Chase & Co.,CIB - Market Operations - Reference Data Analyst- Team Leader,"Bengaluru, Karnataka, India",52,52,1,"JPMorgan Chase & Co. - Bengaluru, Karnataka, India","CIB - Market Operations - Reference Data Analyst- Team Leader - JPMorgan Chase & Co. - Bengaluru, Karnataka, India"
2021-09-12,HARMAN International,Analyst,"Bengaluru, Karnataka, India",11,11,5,"HARMAN International - Bengaluru, Karnataka, India","Analyst - HARMAN International - Bengaluru, Karnataka, India"
2021-09-07,Rminds,Data Engineer,India,1,1,219,Rminds - India,Data Engineer - Rminds - India
2021-09-14,PwC AC Kolkata,IFS-Operate-Data Analytics- Senior Associate 2-Kolkata,"Kolkata, West Bengal, India",5,5,1,"PwC AC Kolkata - Kolkata, West Bengal, India","IFS-Operate-Data Analytics- Senior Associate 2-Kolkata - PwC AC Kolkata - Kolkata, West Bengal, India"
2021-09-22,Fleek,Data Engineer,"Bengaluru, Karnataka, India",2,2,219,"Fleek - Bengaluru, Karnataka, India","Data Engineer - Fleek - Bengaluru, Karnataka, India"
2021-09-01,ACCA Careers,"Specialist, Data Mgt Qnt Analysis","Pune, Maharashtra, India",1,1,1,"ACCA Careers - Pune, Maharashtra, India","Specialist, Data Mgt Qnt Analysis - ACCA Careers - Pune, Maharashtra, India"
2021-09-28,TIGI HR Solution Pvt. Ltd.®,Data Engineer,"Gurugram, Haryana, India",1,1,219,"TIGI HR Solution Pvt. Ltd.® - Gurugram, Haryana, India","Data Engineer - TIGI HR Solution Pvt. Ltd.® - Gurugram, Haryana, India"
2021-09-22,Accenture in India,India market unit - Data science Analyst - 11,"Bengaluru, Karnataka, India",29,29,1,"Accenture in India - Bengaluru, Karnataka, India","India market unit - Data science Analyst - 11 - Accenture in India - Bengaluru, Karnataka, India"
2021-09-28,Cargill,Data Engineer,"Bengaluru, Karnataka, India",4,4,219,"Cargill - Bengaluru, Karnataka, India","Data Engineer - Cargill - Bengaluru, Karnataka, India"
2021-09-09,Fractal,Data Engineer GCP,"Bengaluru, Karnataka, India",7,7,1,"Fractal - Bengaluru, Karnataka, India","Data Engineer GCP - Fractal - Bengaluru, Karnataka, India"
2021-09-28,LTI - Larsen & Toubro Infotech,Data Engineer,"Mulshi, Maharashtra, India",22,22,219,"LTI - Larsen & Toubro Infotech - Mulshi, Maharashtra, India","Data Engineer - LTI - Larsen & Toubro Infotech - Mulshi, Maharashtra, India"
2021-09-24,Cognizant,Performance Tester,"Chennai, Tamil Nadu, India",2,2,1,"Cognizant - Chennai, Tamil Nadu, India","Performance Tester - Cognizant - Chennai, Tamil Nadu, India"
2021-09-22,CGI,Data Engineer,"Hyderabad, Telangana, India",7,7,219,"CGI - Hyderabad, Telangana, India","Data Engineer - CGI - Hyderabad, Telangana, India"
2021-09-16,Inference Labs,Data Engineer,"Gurugram, Haryana, India",1,1,219,"Inference Labs - Gurugram, Haryana, India","Data Engineer - Inference Labs - Gurugram, Haryana, India"
2021-09-21,Genpact,DG - Senior Associate - Data Analyst (MDM)-HMS009181,"Bengaluru, Karnataka, India",6,6,1,"Genpact - Bengaluru, Karnataka, India","DG - Senior Associate - Data Analyst (MDM)-HMS009181 - Genpact - Bengaluru, Karnataka, India"
2021-09-16,American Express,"Data Engineer - Python, NoSQL","Bengaluru, Karnataka, India",18,18,1,"American Express - Bengaluru, Karnataka, India","Data Engineer - Python, NoSQL - American Express - Bengaluru, Karnataka, India"
2021-09-28,Nutanix,Data Engineer,"Pune, Maharashtra, India",2,2,219,"Nutanix - Pune, Maharashtra, India","Data Engineer - Nutanix - Pune, Maharashtra, India"
2021-09-07,Reliance Jio Infocom Limited,Data Engineer,"Navi Mumbai, Maharashtra, India",7,7,219,"Reliance Jio Infocom Limited - Navi Mumbai, Maharashtra, India","Data Engineer - Reliance Jio Infocom Limited - Navi Mumbai, Maharashtra, India"
2021-09-04,Marmore MENA Intelligence,Marmore MENA Intelligence - Junior Research Analyst,"Chennai, Tamil Nadu, India",1,1,1,"Marmore MENA Intelligence - Chennai, Tamil Nadu, India","Marmore MENA Intelligence - Junior Research Analyst - Marmore MENA Intelligence - Chennai, Tamil Nadu, India"
